audio_path,gender,age,client_id,label
es-mx\male_masculine\common_voice_es_19688097.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34165985.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33806957.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34197033.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33838469.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33781106.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33829043.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33785765.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33801152.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34012096.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_22135199.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34885033.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33752952.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_22211247.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34244079.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33988765.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34035212.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33929304.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33998925.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34245707.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33835102.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34321923.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21743393.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33785056.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34370749.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33991051.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34096227.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34000236.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33646931.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34468427.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34501452.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33834786.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34536909.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21741560.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33793400.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33748616.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34310162.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_20316755.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33886599.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34526461.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34221083.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33764459.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34538302.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34552274.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33904213.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34126875.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34256630.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33919673.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33937541.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33731758.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34252387.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33898057.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34055305.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_22183347.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33868473.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34439164.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33819149.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33704707.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34168295.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34465077.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33744562.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33785501.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34209719.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34127348.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34065264.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34514862.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33721199.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_22935801.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_40487710.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33830272.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34334612.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34166283.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34275448.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34259307.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34181131.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34724715.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34127715.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33835885.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33644672.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33822262.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_19245591.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34497062.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33833910.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33842838.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34140426.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34015933.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33910518.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34323820.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34563314.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34017293.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33719337.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33794979.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34140522.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33979473.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34493052.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33984491.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34414575.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34310667.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34163284.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34213743.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33915365.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34128717.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34042833.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34253176.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33529141.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34420153.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33945691.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34184507.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_21742395.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34571393.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34140927.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34513672.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21749479.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33812288.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34135185.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34290446.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_22656818.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33876518.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34427167.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34163815.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34362570.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_21742738.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34038933.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34306335.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34200454.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34427182.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34312890.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34144429.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34542846.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34340186.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33931172.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34014976.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34321621.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33931506.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33568550.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33945361.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34205865.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34338726.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34466125.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_19979355.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33975384.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_21749396.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34362068.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34252220.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33957957.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33905225.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34075846.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_19765071.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34101788.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_18610413.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33975182.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_19622857.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33644914.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34417462.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34316309.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34285510.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34142309.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34376221.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33760075.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_19195400.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33872748.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33829368.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33702370.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33509837.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34166495.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34555907.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34160083.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34239968.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34050322.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_19463696.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21944089.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33694381.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34880074.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33939915.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34314674.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34466014.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34612193.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34162384.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33638522.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34392272.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34515982.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34202061.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33888369.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34355355.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34473177.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34327145.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34362044.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34287973.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33942222.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34273447.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33537341.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33998492.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34561294.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33894632.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33940621.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34309105.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34310154.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34198881.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33979484.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33825485.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34031890.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34655904.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34273844.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_32221000.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34062871.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34121369.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33790900.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34072153.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34500976.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33643427.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34112922.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34636535.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33695563.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34534166.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34166273.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33932935.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21938352.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33856491.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33815360.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33828564.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33769275.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34061208.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34257370.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_19912843.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33648272.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21743369.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34462715.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33906719.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34637883.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34157856.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33964363.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34689580.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_21751448.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33788213.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34338688.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34257753.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33557024.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34297925.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33569052.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34194332.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34288625.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33904418.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34452982.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34013745.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33845870.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34044504.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33732605.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33665297.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_19872096.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34356201.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34260736.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34172999.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33765817.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34448917.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34274628.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34364480.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34410367.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33801188.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34506176.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33981360.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34068070.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33462536.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34241680.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34096628.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33844041.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33967632.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_20224906.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34565638.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33687673.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_33699736.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33700480.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34017483.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34186208.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33809422.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34430391.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33983879.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_20526368.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_33789696.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34178240.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33930474.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_41633254.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34398495.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34067278.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34533638.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_33877310.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33802537.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34333352.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34212712.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34037376.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34536952.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_34314266.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_33767916.mp3,male_masculine,,,0
es-mx\female_feminine\common_voice_es_34512635.mp3,female_feminine,,,1
es-mx\female_feminine\common_voice_es_34455303.mp3,female_feminine,,,1
es-mx\male_masculine\common_voice_es_18866882.mp3,male_masculine,,,0
es-mx\male_masculine\common_voice_es_34629925.mp3,male_masculine,,,0
